期間,エリア,年,月,日,年齢,便,同乗者数,週,曜日,乗車座標,,降車座標,
term,area,year,month,day,age,binn,passenger,week,yobi,O_X,O_Y,D_X,D_Y
2,5,2023,6,5,81,3,1,2,月,137.147005,37.308615,137.248855,37.329206
2,5,2023,6,6,84,5,2,2,火,137.147005,37.308615,137.215522,37.298141
2,5,2023,6,6,86,5,2,2,火,137.147005,37.308615,137.215522,37.298141
2,5,2023,6,7,84,1,1,2,水,137.147005,37.308615,137.147005,37.308615
2,5,2023,6,7,80,2,1,2,水,137.248855,37.329206,137.147005,37.308615
2,5,2023,6,7,57,3,2,2,水,137.147005,37.308615,137.259326,37.332611
2,5,2023,6,7,86,3,2,2,水,137.147005,37.308615,137.215522,37.298141
2,5,2023,6,7,80,4,1,2,水,137.147005,37.308615,137.248855,37.329206
2,5,2023,6,8,84,2,3,2,木,137.229645,37.297742,137.147005,37.308615
2,5,2023,6,8,77,2,3,2,木,137.229645,37.297742,137.147005,37.308615
2,5,2023,6,8,70,2,3,2,木,137.222708,37.318675,137.147005,37.308615
2,5,2023,6,8,84,3,2,2,木,137.147005,37.308615,137.229645,37.297742
2,5,2023,6,8,77,3,2,2,木,137.147005,37.308615,137.229645,37.297742
2,5,2023,6,8,70,1,3,2,木,137.147005,37.308615,137.222708,37.318675
2,5,2023,6,8,84,1,3,2,木,137.147005,37.308615,137.237571,37.310998
2,5,2023,6,8,80,1,3,2,木,137.147005,37.308615,137.259326,37.332611
2,5,2023,6,9,81,1,1,2,金,137.205407,37.306037,137.147005,37.308615
2,5,2024,5,10,76,1,1,2,金,137.218104,37.305475,137.147005,37.308615
2,5,2024,5,10,89,2,1,2,金,137.248934,37.322043,137.147005,37.308615
2,5,2024,5,10,76,3,2,2,金,137.147005,37.308615,137.218104,37.305475
2,5,2024,5,10,89,3,2,2,金,137.147005,37.308615,137.248934,37.322043
2,5,2024,5,13,87,1,1,3,月,137.232884,37.302634,137.147005,37.308615
2,5,2024,5,13,73,2,1,3,月,137.218104,37.305475,137.151007,37.302977
2,5,2024,5,13,87,3,2,3,月,137.147005,37.308615,137.232884,37.302634
2,5,2024,5,13,81,3,2,3,月,137.147005,37.308615,137.205407,37.306037
2,5,2024,5,13,73,5,1,3,月,137.147005,37.308615,137.218104,37.305475
2,5,2024,5,14,84,1,3,3,火,137.232128,37.305714,137.147005,37.308615
2,5,2024,5,14,84,1,3,3,火,137.205407,37.306037,137.147005,37.308615
2,5,2024,5,14,88,1,3,3,火,137.205407,37.306037,137.147005,37.308615
2,5,2024,5,14,84,3,2,3,火,137.147005,37.308615,137.205407,37.306037
2,5,2024,5,14,88,3,2,3,火,137.147005,37.308615,137.205407,37.306037
2,5,2024,5,14,84,4,1,3,火,137.147005,37.308615,137.232128,37.305714
2,5,2024,5,15,92,3,4,3,水,137.147005,37.308615,137.215522,37.298141
2,5,2024,5,15,86,3,4,3,水,137.147005,37.308615,137.215522,37.298141
2,5,2024,5,15,81,3,4,3,水,137.147005,37.308615,137.222256,37.296805
2,5,2024,5,15,87,3,4,3,水,137.147005,37.308615,137.232884,37.302634
2,5,2024,5,15,89,4,1,3,水,137.147005,37.308615,137.215522,37.298141
2,5,2024,5,16,73,1,1,3,木,137.218104,37.305475,137.151007,37.302977
2,5,2024,5,16,73,4,3,3,木,137.147005,37.308615,137.218104,37.305475
2,5,2024,5,16,81,4,3,3,木,137.147005,37.308615,137.222256,37.296805
2,5,2024,5,16,85,4,3,3,木,137.147005,37.308615,137.237571,37.310998
2,5,2024,5,17,84,1,1,3,金,137.243469,37.315342,137.15282,37.307409
2,5,2024,5,17,74,2,3,3,金,137.222256,37.296805,137.147732,37.306718
2,5,2024,5,17,75,2,3,3,金,137.222256,37.296805,137.147732,37.306718
2,5,2024,5,17,87,2,3,3,金,137.232884,37.302634,137.147005,37.308615
2,5,2024,5,17,84,3,4,3,金,137.147005,37.308615,137.243469,37.315342
2,5,2024,5,17,74,3,4,3,金,137.147005,37.308615,137.222256,37.296805
2,5,2024,5,17,75,3,4,3,金,137.147005,37.308615,137.222256,37.296805
2,5,2024,5,17,74,3,4,3,金,137.147005,37.308615,137.259326,37.332611
2,5,2024,5,17,78,5,1,3,金,137.147005,37.308615,137.229645,37.297742
2,5,2024,5,20,73,2,1,4,月,137.218104,37.305475,137.14822,37.310157
2,5,2024,5,20,87,3,1,4,月,137.147005,37.308615,137.232884,37.302634
2,5,2024,5,20,73,5,1,4,月,137.147005,37.308615,137.218104,37.305475
2,5,2024,5,21,80,1,1,4,火,137.205407,37.306037,137.147005,37.308615
2,5,2024,5,21,87,2,1,4,火,137.232884,37.302634,137.147005,37.308615
2,5,2024,5,21,80,3,2,4,火,137.147005,37.308615,137.233891,37.301224
2,5,2024,5,21,80,3,2,4,火,137.147005,37.308615,137.205407,37.306037
2,5,2024,5,22,73,2,2,4,水,137.218104,37.305475,137.151007,37.302977
2,5,2024,5,22,71,2,2,4,水,137.222708,37.318675,137.147005,37.308615
2,5,2024,5,22,72,3,3,4,水,137.147005,37.308615,137.227416,37.300024
2,5,2024,5,22,71,3,3,4,水,137.147005,37.308615,137.222708,37.318675
2,5,2024,5,22,78,3,3,4,水,137.147005,37.308615,137.222708,37.318675
2,5,2024,5,22,89,4,1,4,水,137.147005,37.308615,137.215522,37.298141
2,5,2024,5,22,73,5,1,4,水,137.147005,37.308615,137.218104,37.305475
2,5,2024,5,23,80,1,1,4,木,137.205407,37.306037,137.227333,37.29954
2,5,2024,5,23,92,2,2,4,木,137.233891,37.301224,137.146736,37.299112
2,5,2024,5,23,31,2,2,4,木,137.233891,37.301224,137.146736,37.299112
2,5,2024,5,24,73,2,2,4,金,137.218104,37.305475,137.151007,37.302977
2,5,2024,5,24,91,2,2,4,金,137.222708,37.318675,137.148762,37.309511
2,5,2024,5,24,91,3,1,4,金,137.147005,37.308615,137.222708,37.318675
2,5,2024,5,24,73,5,1,4,金,137.147005,37.308615,137.218104,37.305475
2,5,2024,5,27,81,3,1,5,月,137.147005,37.308615,137.205407,37.306037
2,5,2024,5,28,83,1,1,5,火,137.188657,37.305005,137.147005,37.308615
2,5,2024,5,29,89,1,1,5,水,137.248934,37.322043,137.147005,37.308615
2,5,2024,5,29,73,2,1,5,水,137.218104,37.305475,137.151007,37.302977
2,5,2024,5,29,89,4,1,5,水,137.147005,37.308615,137.248934,37.322043
2,5,2024,5,29,73,5,1,5,水,137.147005,37.308615,137.218104,37.305475
2,5,2024,5,30,89,3,1,5,木,137.147005,37.308615,137.229945,37.298852
2,5,2024,5,31,85,1,1,5,金,137.243469,37.315342,137.147005,37.308615
2,5,2024,5,31,73,2,1,5,金,137.218104,37.305475,137.147684,37.310406
2,5,2024,5,31,81,3,1,5,金,137.147005,37.308615,137.205407,37.306037
2,5,2024,5,31,85,4,1,5,金,137.147005,37.308615,137.243469,37.315342
2,5,2024,5,31,73,5,1,5,金,137.147005,37.308615,137.218104,37.305475
2,5,2024,6,3,78,1,1,1,月,137.229645,37.297742,137.147005,37.308615
2,5,2024,6,3,73,2,1,1,月,137.218104,37.305475,137.151007,37.302977
2,5,2024,6,3,81,3,1,1,月,137.147005,37.308615,137.205407,37.306037
2,5,2024,6,3,78,4,1,1,月,137.147005,37.308615,137.229645,37.297742
2,5,2024,6,3,73,5,1,1,月,137.147005,37.308615,137.218104,37.305475
2,5,2024,6,5,88,1,2,1,水,137.205407,37.306037,137.147005,37.308615
2,5,2024,6,5,84,1,2,1,水,137.205407,37.306037,137.147005,37.308615
2,5,2024,6,5,75,2,3,1,水,137.222256,37.296805,137.147684,37.310406
2,5,2024,6,5,73,2,3,1,水,137.218104,37.305475,137.151007,37.302977
2,5,2024,6,5,71,2,3,1,水,137.222708,37.318675,137.147684,37.310406
2,5,2024,6,5,88,3,3,1,水,137.147005,37.308615,137.205407,37.306037
2,5,2024,6,5,84,3,3,1,水,137.147005,37.308615,137.205407,37.306037
2,5,2024,6,5,75,3,3,1,水,137.147005,37.308615,137.222256,37.296805
2,5,2024,6,5,87,4,1,1,水,137.147005,37.308615,137.215522,37.298141
2,5,2024,6,5,73,5,2,1,水,137.147005,37.308615,137.218104,37.305475
2,5,2024,6,5,71,5,2,1,水,137.147005,37.308615,137.222708,37.318675
2,5,2024,6,6,88,1,3,1,木,137.257822,37.337002,137.147005,37.308615
2,5,2024,6,6,82,1,3,1,木,137.257822,37.337002,137.147005,37.308615
2,5,2024,6,6,87,1,3,1,木,137.205407,37.306037,137.150676,37.308508
2,5,2024,6,6,88,4,2,1,木,137.147005,37.308615,137.257822,37.337002
2,5,2024,6,6,82,4,2,1,木,137.147005,37.308615,137.257822,37.337002
2,5,2024,6,6,71,5,2,1,木,137.147005,37.308615,137.205407,37.306037
2,5,2024,6,6,87,5,2,1,木,137.147005,37.308615,137.205407,37.306037
2,5,2024,6,7,75,1,1,1,金,137.196667,37.313271,137.147005,37.308615
2,5,2024,6,7,73,2,1,1,金,137.218104,37.305475,137.149268,37.306582
2,5,2024,6,7,81,3,3,1,金,137.147005,37.308615,137.205407,37.306037
2,5,2024,6,7,86,3,3,1,金,137.147005,37.308615,137.215522,37.298141
2,5,2024,6,7,83,3,3,1,金,137.147005,37.308615,137.215522,37.298141
2,5,2024,6,7,73,5,1,1,金,137.147005,37.308615,137.218104,37.305475
2,6,2023,5,16,86,2,1,3,火,137.256723,37.34734,137.147005,37.308615
2,6,2023,5,16,86,3,2,3,火,137.147005,37.308615,137.256723,37.34734
2,6,2023,5,16,82,3,2,3,火,137.147005,37.308615,137.263509,37.353906
2,6,2023,5,17,81,1,1,3,水,137.188754,37.321921,137.147005,37.308615
2,6,2023,5,17,79,3,2,3,水,137.147005,37.308615,137.188754,37.321921
2,6,2023,5,17,74,3,2,3,水,137.147005,37.308615,137.212371,37.333103
2,6,2023,5,18,81,1,1,3,木,137.235317,37.338946,137.147005,37.308615
2,6,2023,5,18,81,3,1,3,木,137.147005,37.308615,137.235317,37.338946
2,6,2023,5,19,83,2,1,3,金,137.258001,37.353332,137.147005,37.308615
2,6,2023,5,19,79,3,1,3,金,137.147005,37.308615,137.19014,37.335377
2,6,2023,5,24,73,1,2,4,水,137.221209,37.362068,137.147005,37.308615
2,6,2023,5,24,72,1,2,4,水,137.221209,37.362068,137.147005,37.308615
2,6,2023,5,24,87,2,1,4,水,137.221209,37.362068,137.147005,37.308615
2,6,2023,5,24,81,3,1,4,水,137.147005,37.308615,137.212371,37.333103
2,6,2023,5,25,70,4,1,4,木,137.147005,37.308615,137.235317,37.338946
2,6,2023,5,26,79,3,2,4,金,137.147005,37.308615,137.188754,37.321921
2,6,2023,5,26,81,3,2,4,金,137.147005,37.308615,137.212371,37.333103
2,6,2023,5,30,86,2,1,5,火,137.256723,37.34734,137.147005,37.308615
2,6,2023,5,30,86,3,2,5,火,137.147005,37.308615,137.256723,37.34734
2,6,2023,5,30,83,3,2,5,火,137.147005,37.308615,137.256723,37.34734
2,6,2023,6,2,83,1,2,1,金,137.258001,37.353332,137.147005,37.308615
2,6,2023,6,2,86,1,2,1,金,137.256723,37.34734,137.147005,37.308615
2,6,2023,6,2,83,3,2,1,金,137.147005,37.308615,137.258001,37.353332
2,6,2023,6,2,86,3,2,1,金,137.147005,37.308615,137.256723,37.34734
2,6,2023,6,7,70,4,1,2,水,137.147005,37.308615,137.235317,37.338946
2,6,2023,6,8,75,1,1,2,木,137.248726,37.348882,137.147005,37.308615
2,6,2023,6,8,79,3,2,2,木,137.147005,37.308615,137.20192,37.327726
2,6,2023,6,8,75,3,2,2,木,137.147005,37.308615,137.248726,37.348882
2,6,2023,6,9,79,3,1,2,金,137.147005,37.308615,137.188754,37.321921
2,6,2024,5,10,74,2,1,2,金,137.246386,37.353146,137.147005,37.308615
2,6,2024,5,13,57,1,3,3,月,137.245674,37.356605,137.147005,37.308615
2,6,2024,5,13,58,1,3,3,月,137.245674,37.356605,137.147005,37.308615
2,6,2024,5,13,87,1,3,3,月,137.212371,37.333103,137.147005,37.308615
2,6,2024,5,13,87,3,2,3,月,137.147005,37.308615,137.241873,37.348856
2,6,2024,5,13,79,3,2,3,月,137.147005,37.308615,137.241873,37.348856
2,6,2024,5,13,57,5,2,3,月,137.147005,37.308615,137.245674,37.356605
2,6,2024,5,13,58,5,2,3,月,137.147005,37.308615,137.245674,37.356605
2,6,2024,5,13,82,4,1,3,月,137.147005,37.308615,137.235317,37.338946
2,6,2024,5,14,75,1,1,3,火,137.242545,37.361395,137.147005,37.308615
2,6,2024,5,14,79,3,2,3,火,137.147005,37.308615,137.20192,37.327726
2,6,2024,5,14,82,3,2,3,火,137.147005,37.308615,137.188754,37.321921
2,6,2024,5,14,84,4,1,3,火,137.147005,37.308615,137.241873,37.348856
2,6,2024,5,16,79,4,1,3,木,137.147005,37.308615,137.20192,37.327726
2,6,2024,5,17,68,3,2,3,金,137.147005,37.308615,137.220123,37.330639
2,6,2024,5,17,79,3,2,3,金,137.147005,37.308615,137.20192,37.327726
2,6,2024,5,20,58,1,2,4,月,137.245674,37.356605,137.147005,37.308615
2,6,2024,5,20,57,1,2,4,月,137.245674,37.356605,137.147005,37.308615
2,6,2024,5,20,86,2,1,4,月,137.241873,37.348856,137.147005,37.308615
2,6,2024,5,20,58,3,2,4,月,137.147005,37.308615,137.245674,37.356605
2,6,2024,5,20,57,3,2,4,月,137.147005,37.308615,137.245674,37.356605
2,6,2024,5,20,86,4,1,4,月,137.147005,37.308615,137.241873,37.348856
2,6,2024,5,21,87,1,1,4,火,137.212371,37.333103,137.147005,37.308615
2,6,2024,5,21,79,3,2,4,火,137.147005,37.308615,137.20192,37.327726
2,6,2024,5,21,72,3,2,4,火,137.147005,37.308615,137.220123,37.330639
2,6,2024,5,22,82,2,1,4,水,137.235317,37.338946,137.147005,37.308615
2,6,2024,5,22,82,5,1,4,水,137.147005,37.308615,137.235317,37.338946
2,6,2024,5,24,58,1,1,4,金,137.245674,37.356605,137.147005,37.308615
2,6,2024,5,24,82,3,4,4,金,137.147005,37.308615,137.188754,37.321921
2,6,2024,5,24,79,3,4,4,金,137.147005,37.308615,137.20192,37.327726
2,6,2024,5,24,87,3,4,4,金,137.147005,37.308615,137.212371,37.333103
2,6,2024,5,24,58,3,4,4,金,137.147005,37.308615,137.245674,37.356605
2,6,2024,5,24,68,4,1,4,金,137.147005,37.308615,137.220123,37.330639
2,6,2024,5,27,73,3,1,5,月,137.147005,37.308615,137.221209,37.362068
2,6,2024,5,28,80,1,2,5,火,137.245674,37.356605,137.147684,37.310406
2,6,2024,5,28,75,1,2,5,火,137.242545,37.361395,137.147005,37.308615
2,6,2024,5,28,82,3,2,5,火,137.147005,37.308615,137.188754,37.321921
2,6,2024,5,28,80,3,2,5,火,137.147005,37.308615,137.245674,37.356605
2,6,2024,5,28,75,4,1,5,火,137.147005,37.308615,137.242545,37.361395
2,6,2024,5,29,68,4,1,5,水,137.147005,37.308615,137.220123,37.330639
2,6,2024,5,31,82,1,1,5,金,137.235317,37.338946,137.147005,37.308615
2,6,2024,5,31,82,3,2,5,金,137.147005,37.308615,137.235317,37.338946
2,6,2024,5,31,80,3,2,5,金,137.147005,37.308615,137.19014,37.335377
2,6,2024,6,3,82,2,1,1,月,137.235317,37.338946,137.147005,37.308615
2,6,2024,6,3,82,3,1,1,月,137.147005,37.308615,137.235317,37.338946
2,6,2024,6,4,79,3,2,1,火,137.147005,37.308615,137.20192,37.327726
2,6,2024,6,4,82,3,2,1,火,137.147005,37.308615,137.188754,37.321921
2,6,2024,6,5,86,1,1,1,水,137.235317,37.338946,137.147005,37.308615
2,6,2024,6,5,86,3,2,1,水,137.147005,37.308615,137.235317,37.338946
2,6,2024,6,5,82,3,2,1,水,137.147005,37.308615,137.212371,37.333103
2,6,2024,6,6,76,4,1,1,木,137.147005,37.308615,137.234977,37.351633
2,6,2024,6,7,73,3,2,1,金,137.147005,37.308615,137.221209,37.362068
2,6,2024,6,7,68,3,2,1,金,137.147005,37.308615,137.220123,37.330639
3,1,2023,7,6,88,1,1,1,木,137.11971,37.394784,137.147005,37.308615
3,1,2023,7,6,88,3,1,1,木,137.147005,37.308615,137.11971,37.394784
3,1,2023,7,7,90,1,1,1,金,137.119584,37.34287,137.147005,37.308615
3,1,2023,7,11,81,3,1,2,火,137.147005,37.308615,137.140539,37.351051
3,1,2023,7,12,84,4,1,2,水,137.147005,37.308615,137.099764,37.350243
3,1,2023,7,14,86,1,1,2,金,137.119584,37.34287,137.147005,37.308615
3,1,2023,7,14,86,4,1,2,金,137.147005,37.308615,137.119584,37.34287
3,1,2023,7,19,87,1,1,3,水,137.11971,37.394784,137.147005,37.308615
3,1,2023,7,19,87,4,1,3,水,137.147005,37.308615,137.11971,37.394784
3,1,2023,7,20,81,1,2,3,木,137.11971,37.394784,137.147005,37.308615
3,1,2023,7,20,73,1,2,3,木,137.11971,37.394784,137.147005,37.308615
3,1,2023,7,24,90,3,1,4,月,137.147005,37.308615,137.119584,37.34287
3,1,2023,7,25,87,1,1,4,火,137.11971,37.394784,137.147005,37.308615
3,1,2023,7,25,81,3,2,4,火,137.147005,37.308615,137.140539,37.351051
3,1,2023,7,25,87,3,2,4,火,137.147005,37.308615,137.11971,37.394784
3,1,2023,7,27,78,1,2,4,木,137.11971,37.394784,137.147005,37.308615
3,1,2023,7,27,73,1,2,4,木,137.11971,37.394784,137.147005,37.308615
3,1,2023,7,27,78,3,2,4,木,137.147005,37.308615,137.11971,37.394784
3,1,2023,7,27,73,3,2,4,木,137.147005,37.308615,137.11971,37.394784
3,1,2023,7,28,87,2,1,4,金,137.11971,37.394784,137.147005,37.308615
3,1,2023,7,28,87,4,1,4,金,137.147005,37.308615,137.11971,37.394784
3,1,2024,7,1,88,1,1,1,月,137.11971,37.394784,137.147005,37.308615
3,1,2024,7,1,88,5,1,1,月,137.147005,37.308615,137.11971,37.394784
3,1,2024,7,2,86,2,1,1,火,137.119584,37.34287,137.147005,37.308615
3,1,2024,7,2,86,4,1,1,火,137.147005,37.308615,137.119584,37.34287
3,1,2024,7,5,82,1,1,1,金,137.11971,37.394784,137.147005,37.308615
3,1,2024,7,5,82,3,1,1,金,137.147005,37.308615,137.11971,37.394784
3,1,2024,7,11,86,2,1,2,木,137.119584,37.34287,137.147005,37.308615
3,1,2024,7,11,86,4,1,2,木,137.147005,37.308615,137.119584,37.34287
3,2,2023,7,4,83,3,1,1,火,137.147005,37.308615,137.076181,37.375719
3,2,2023,7,4,80,1,2,1,火,136.999816,37.350227,137.147005,37.308615
3,2,2023,7,4,83,1,2,1,火,137.076181,37.375719,137.147005,37.308615
3,2,2023,7,5,87,4,1,1,水,137.147005,37.308615,137.076181,37.375719
3,2,2023,7,5,87,1,1,1,水,137.076181,37.375719,137.147005,37.308615
3,2,2023,7,5,95,2,1,1,水,137.076181,37.375719,137.147005,37.308615
3,2,2023,7,5,95,5,1,1,水,137.147005,37.308615,137.076181,37.375719
3,2,2023,7,6,85,3,2,1,木,137.097555,37.369425,137.006106,37.371875
3,2,2023,7,6,72,3,2,1,木,137.147005,37.308615,136.999816,37.350227
3,2,2023,7,6,79,4,1,1,木,137.147005,37.308615,137.006106,37.371875
3,2,2023,7,6,72,1,2,1,木,136.999816,37.350227,137.147005,37.308615
3,2,2023,7,6,85,1,2,1,木,137.006106,37.371875,137.076181,37.375719
3,2,2023,7,7,72,4,1,1,金,137.147005,37.308615,137.006106,37.371875
3,2,2023,7,7,72,1,1,1,金,137.006106,37.371875,137.147005,37.308615
3,2,2023,7,10,72,3,1,2,月,137.147005,37.308615,136.999816,37.350227
3,2,2023,7,10,84,5,1,2,月,137.147005,37.308615,137.076181,37.375719
3,2,2023,7,10,72,1,2,2,月,136.999816,37.350227,137.147005,37.308615
3,2,2023,7,10,84,1,2,2,月,137.076181,37.375719,137.147005,37.308615
3,2,2023,7,11,96,1,2,2,火,137.006106,37.371875,137.076181,37.375719
3,2,2023,7,11,83,1,2,2,火,137.076181,37.375719,137.147005,37.308615
3,2,2023,7,11,83,3,1,2,火,137.147005,37.308615,137.076181,37.375719
3,2,2023,7,12,78,1,3,2,水,136.999816,37.350227,137.147005,37.308615
3,2,2023,7,12,96,1,3,2,水,137.006106,37.371875,137.147005,37.308615
3,2,2023,7,12,86,1,3,2,水,137.006106,37.371875,137.147005,37.308615
3,2,2023,7,12,86,3,2,2,水,137.147005,37.308615,137.076181,37.375719
3,2,2023,7,12,78,3,2,2,水,137.147005,37.308615,136.999816,37.350227
3,2,2023,7,12,76,4,3,2,水,137.147005,37.308615,137.095003,37.37955
3,2,2023,7,12,83,4,3,2,水,137.147005,37.308615,137.095003,37.37955
3,2,2023,7,12,75,4,3,2,水,137.147005,37.308615,137.03519,37.360045
3,2,2023,7,12,76,1,2,2,水,137.095003,37.37955,137.147005,37.308615
3,2,2023,7,12,83,1,2,2,水,137.095003,37.37955,137.147005,37.308615
3,2,2023,7,12,96,4,2,2,水,137.147005,37.308615,137.006106,37.371875
3,2,2023,7,12,86,4,2,2,水,137.147005,37.308615,137.006106,37.371875
3,2,2023,7,13,91,1,4,2,木,136.999816,37.350227,137.147005,37.308615
3,2,2023,7,13,79,1,4,2,木,137.006106,37.371875,137.147005,37.308615
3,2,2023,7,13,88,1,4,2,木,137.050916,37.375332,137.147005,37.308615
3,2,2023,7,13,76,1,4,2,木,137.095003,37.37955,137.147005,37.308615
3,2,2023,7,13,79,3,2,2,木,137.147005,37.308615,137.006106,37.371875
3,2,2023,7,13,72,3,2,2,木,137.147005,37.308615,136.999816,37.350227
3,2,2023,7,13,72,2,1,2,木,136.999816,37.350227,137.147005,37.308615
3,2,2023,7,13,88,4,2,2,木,137.147005,37.308615,137.050916,37.375332
3,2,2023,7,13,91,4,2,2,木,137.147005,37.308615,136.999816,37.350227
3,2,2023,7,14,78,1,4,2,金,137.076181,37.375719,137.147005,37.308615
3,2,2023,7,14,87,1,4,2,金,137.076181,37.375719,137.147005,37.308615
3,2,2023,7,14,83,1,4,2,金,137.076181,37.375719,137.147005,37.308615
3,2,2023,7,14,88,1,4,2,金,137.076181,37.375719,137.147005,37.308615
3,2,2023,7,14,83,3,2,2,金,137.147005,37.308615,137.076181,37.375719
3,2,2023,7,14,78,3,2,2,金,137.147005,37.308615,137.076181,37.375719
3,2,2023,7,14,88,4,2,2,金,137.147005,37.308615,137.076181,37.375719
3,2,2023,7,14,87,4,2,2,金,137.147005,37.308615,137.076181,37.375719
3,2,2023,7,18,72,1,2,3,火,136.999816,37.350227,137.147005,37.308615
3,2,2023,7,18,76,1,2,3,火,137.095003,37.37955,137.147005,37.308615
3,2,2023,7,18,95,2,1,3,火,137.076181,37.375719,137.147005,37.308615
3,2,2023,7,18,76,4,2,3,火,137.147005,37.308615,137.095003,37.37955
3,2,2023,7,18,95,4,2,3,火,137.147005,37.308615,137.076181,37.375719
3,2,2023,7,19,96,1,3,3,水,137.006106,37.371875,137.147005,37.308615
3,2,2023,7,19,86,1,3,3,水,137.006106,37.371875,137.147005,37.308615
3,2,2023,7,19,84,1,3,3,水,137.076181,37.375719,137.147005,37.308615
3,2,2023,7,19,84,4,3,3,水,137.147005,37.308615,137.076181,37.375719
3,2,2023,7,19,92,4,3,3,水,137.147005,37.308615,137.006106,37.371875
3,2,2023,7,19,89,4,3,3,水,137.147005,37.308615,137.006106,37.371875
3,2,2023,7,19,92,1,3,3,水,137.006106,37.371875,137.147005,37.308615
3,2,2023,7,19,89,1,3,3,水,137.006106,37.371875,137.147005,37.308615
3,2,2023,7,19,88,1,3,3,水,137.050916,37.375332,137.147005,37.308615
3,2,2023,7,19,88,3,3,3,水,137.147005,37.308615,137.050916,37.375332
3,2,2023,7,19,96,3,3,3,水,137.147005,37.308615,137.006106,37.371875
3,2,2023,7,19,86,3,3,3,水,137.147005,37.308615,137.006106,37.371875
3,2,2023,7,20,79,1,1,3,木,137.006106,37.371875,137.147005,37.308615
3,2,2023,7,20,78,3,2,3,木,137.147005,37.308615,136.999816,37.350227
3,2,2023,7,20,79,3,2,3,木,137.147005,37.308615,137.006106,37.371875
3,2,2023,7,21,83,4,2,3,金,137.147005,37.308615,137.076181,37.375719
3,2,2023,7,21,72,4,2,3,金,137.147005,37.308615,136.999816,37.350227
3,2,2023,7,21,72,1,3,3,金,136.999816,37.350227,137.147005,37.308615
3,2,2023,7,21,88,1,3,3,金,137.076181,37.375719,137.147005,37.308615
3,2,2023,7,21,83,1,3,3,金,137.076181,37.375719,137.147005,37.308615
3,2,2023,7,24,83,2,2,4,月,137.076181,37.375719,137.147005,37.308615
3,2,2023,7,24,80,2,2,4,月,137.076181,37.375719,137.147005,37.308615
3,2,2023,7,24,80,4,1,4,月,137.147005,37.308615,137.097555,37.369425
3,2,2023,7,24,72,1,1,4,月,136.999816,37.350227,137.147005,37.308615
3,2,2023,7,24,83,3,3,4,月,137.147005,37.308615,137.076181,37.375719
3,2,2023,7,24,78,3,3,4,月,137.147005,37.308615,136.999816,37.350227
3,2,2023,7,24,83,3,3,4,月,137.147005,37.308615,136.999816,37.350227
3,2,2023,7,25,80,3,1,4,火,137.147005,37.308615,137.076181,37.375719
3,2,2023,7,25,80,1,1,4,火,137.076181,37.375719,137.147005,37.308615
3,2,2023,7,26,89,1,3,4,水,137.006106,37.371875,137.147005,37.308615
3,2,2023,7,26,96,1,3,4,水,137.006106,37.371875,137.147005,37.308615
3,2,2023,7,26,86,1,3,4,水,137.006106,37.371875,137.147005,37.308615
3,2,2023,7,26,95,2,1,4,水,137.076181,37.375719,137.147005,37.308615
3,2,2023,7,26,96,4,4,4,水,137.147005,37.308615,137.100725,37.382635
3,2,2023,7,26,96,4,4,4,水,137.147005,37.308615,137.006106,37.371875
3,2,2023,7,26,86,4,4,4,水,137.147005,37.308615,137.006106,37.371875
3,2,2023,7,26,89,4,4,4,水,137.147005,37.308615,137.006106,37.371875
3,2,2023,7,26,78,1,3,4,水,136.999816,37.350227,137.147005,37.308615
3,2,2023,7,26,95,1,3,4,水,136.999816,37.350227,137.147005,37.308615
3,2,2023,7,26,96,1,3,4,水,137.100725,37.382635,137.147005,37.308615
3,2,2023,7,26,95,3,3,4,水,137.147005,37.308615,137.076181,37.375719
3,2,2023,7,26,78,3,3,4,水,137.147005,37.308615,136.999816,37.350227
3,2,2023,7,26,90,3,3,4,水,137.147005,37.308615,136.999816,37.350227
3,2,2023,7,27,72,2,1,4,木,137.006106,37.371875,137.147005,37.308615
3,2,2023,7,27,79,1,1,4,木,137.006106,37.371875,137.147005,37.308615
3,2,2023,7,27,79,4,2,4,木,137.147005,37.308615,137.006106,37.371875
3,2,2023,7,27,72,4,2,4,木,137.147005,37.308615,137.006106,37.371875
3,2,2023,7,28,72,3,1,4,金,137.147005,37.308615,136.999816,37.350227
3,2,2023,7,28,76,5,2,4,金,137.147005,37.308615,137.095003,37.37955
3,2,2023,7,28,83,5,2,4,金,137.147005,37.308615,137.095003,37.37955
3,2,2023,7,28,87,1,2,4,金,137.076181,37.375719,137.147005,37.308615
3,2,2023,7,28,87,1,2,4,金,137.076181,37.375719,137.147005,37.308615
3,2,2023,7,28,87,4,2,4,金,137.147005,37.308615,137.076181,37.375719
3,2,2023,7,28,87,4,2,4,金,137.147005,37.308615,137.076181,37.375719
3,2,2023,7,31,79,2,1,5,月,137.076181,37.375719,137.147005,37.308615
3,2,2023,7,31,83,1,1,5,月,137.076181,37.375719,137.147005,37.308615
3,2,2023,7,31,83,3,1,5,月,137.147005,37.308615,137.076181,37.375719
3,2,2024,7,2,82,1,1,1,火,137.095003,37.37955,137.147005,37.308615
3,2,2024,7,3,89,1,3,1,水,137.076181,37.375719,137.147005,37.308615
3,2,2024,7,3,97,1,3,1,水,137.006106,37.371875,137.147005,37.308615
3,2,2024,7,3,87,1,3,1,水,137.006106,37.371875,137.147005,37.308615
