期間,エリア,年,月,日,年齢,便,同乗者数,週,曜日,乗車座標,,降車座標,
term,area,year,month,day,age,binn,passenger,week,yobi,O_X,O_Y,D_X,D_Y
3,5,2024,7,10,86,3,3,2,水,137.147005,37.308615,137.233891,37.301224
3,5,2024,7,10,89,3,3,2,水,137.147005,37.308615,137.221745,37.300365
3,5,2024,7,10,89,3,3,2,水,137.147005,37.308615,137.229945,37.298852
3,5,2024,7,10,81,3,3,2,水,137.147005,37.308615,137.215522,37.298141
3,5,2024,7,10,92,3,3,2,水,137.147005,37.308615,137.215522,37.298141
3,5,2024,7,10,86,3,3,2,水,137.147005,37.308615,137.215522,37.298141
3,5,2024,7,11,96,1,2,2,木,137.232884,37.302634,137.147005,37.308615
3,5,2024,7,11,87,1,2,2,木,137.232884,37.302634,137.147005,37.308615
3,5,2024,7,11,91,2,1,2,木,137.215522,37.298141,137.147005,37.308615
3,5,2024,7,11,91,3,4,2,木,137.147005,37.308615,137.215522,37.298141
3,5,2024,7,11,96,3,4,2,木,137.147005,37.308615,137.232884,37.302634
3,5,2024,7,11,87,3,4,2,木,137.147005,37.308615,137.232884,37.302634
3,5,2024,7,11,85,3,4,2,木,137.147005,37.308615,137.237571,37.310998
3,5,2024,7,12,76,1,2,2,金,137.196667,37.313271,137.147005,37.308615
3,5,2024,7,12,73,1,2,2,金,137.218104,37.305475,137.151007,37.302977
3,5,2024,7,16,80,2,1,3,火,137.205407,37.306037,137.147005,37.308615
3,5,2024,7,16,84,3,1,3,火,137.147005,37.308615,137.205407,37.306037
3,5,2024,7,16,80,4,1,3,火,137.147005,37.308615,137.205407,37.306037
3,5,2024,7,17,73,2,1,3,水,137.218104,37.305475,137.151007,37.302977
3,5,2024,7,17,72,3,3,3,水,137.147005,37.308615,137.227416,37.300024
3,5,2024,7,17,78,3,3,3,水,137.147005,37.308615,137.222708,37.318675
3,5,2024,7,17,92,3,3,3,水,137.147005,37.308615,137.215522,37.298141
3,5,2024,7,18,91,2,1,3,木,137.215522,37.298141,137.147005,37.308615
3,5,2024,7,18,91,3,2,3,木,137.147005,37.308615,137.215522,37.298141
3,5,2024,7,18,75,3,2,3,木,137.147005,37.308615,137.215522,37.298141
3,5,2024,7,19,76,1,2,3,金,137.196667,37.313271,137.147005,37.308615
3,5,2024,7,19,73,1,2,3,金,137.218104,37.305475,137.151007,37.302977
3,5,2024,7,19,31,2,2,3,金,137.233891,37.301224,137.146736,37.299112
3,5,2024,7,19,73,2,2,3,金,137.233891,37.301224,137.146736,37.299112
3,5,2024,7,19,69,4,1,3,金,137.147005,37.308615,137.215522,37.298141
3,5,2024,7,22,74,1,2,4,月,137.222256,37.296805,137.147005,37.308615
3,5,2024,7,22,84,1,2,4,月,137.243469,37.315342,137.15282,37.307409
3,5,2024,7,22,74,3,2,4,月,137.147005,37.308615,137.222256,37.296805
3,5,2024,7,22,81,3,2,4,月,137.147005,37.308615,137.215522,37.298141
3,5,2024,7,23,85,3,2,4,火,137.147005,37.308615,137.233891,37.301224
3,5,2024,7,23,82,3,2,4,火,137.147005,37.308615,137.205407,37.306037
3,5,2024,7,24,96,1,3,4,水,137.232884,37.302634,137.147005,37.308615
3,5,2024,7,24,87,1,3,4,水,137.232884,37.302634,137.147005,37.308615
3,5,2024,7,24,73,1,3,4,水,137.218104,37.305475,137.151007,37.302977
3,5,2024,7,24,89,1,3,4,水,137.248934,37.322043,137.147005,37.308615
3,5,2024,7,24,89,1,3,4,水,137.205407,37.306037,137.147005,37.308615
3,5,2024,7,24,84,1,3,4,水,137.205407,37.306037,137.147005,37.308615
3,5,2024,7,24,81,2,2,4,水,137.222256,37.296805,137.149083,37.305653
3,5,2024,7,24,87,2,2,4,水,137.205407,37.306037,137.147005,37.308615
3,5,2024,7,24,96,3,3,4,水,137.147005,37.308615,137.232884,37.302634
3,5,2024,7,24,87,3,3,4,水,137.147005,37.308615,137.232884,37.302634
3,5,2024,7,24,81,3,3,4,水,137.147005,37.308615,137.222256,37.296805
3,5,2024,7,24,89,3,2,4,水,137.147005,37.308615,137.205407,37.306037
3,5,2024,7,24,84,3,2,4,水,137.147005,37.308615,137.205407,37.306037
3,5,2024,7,24,87,4,1,4,水,137.147005,37.308615,137.205407,37.306037
3,5,2024,7,25,75,2,1,4,木,137.222256,37.296805,137.147005,37.308615
3,5,2024,7,25,75,3,1,4,木,137.147005,37.308615,137.222256,37.296805
3,5,2024,7,25,69,5,1,4,木,137.147005,37.308615,137.215522,37.298141
3,5,2024,7,26,76,1,2,4,金,137.196667,37.313271,137.147005,37.308615
3,5,2024,7,26,85,1,2,4,金,137.243469,37.315342,137.147005,37.308615
3,5,2024,7,26,71,2,1,4,金,137.222708,37.318675,137.147005,37.308615
3,5,2024,7,26,71,3,3,4,金,137.147005,37.308615,137.222708,37.318675
3,5,2024,7,26,72,3,3,4,金,137.147005,37.308615,137.227416,37.300024
3,5,2024,7,26,80,3,3,4,金,137.147005,37.308615,137.233891,37.301224
3,5,2024,7,26,75,5,1,4,金,137.147005,37.308615,137.215522,37.298141
3,5,2024,7,29,74,2,1,5,月,137.222256,37.296805,137.147005,37.308615
3,5,2024,7,29,74,3,2,5,月,137.147005,37.308615,137.222256,37.296805
3,5,2024,7,29,81,3,2,5,月,137.147005,37.308615,137.215522,37.298141
3,6,2023,7,3,90,3,1,1,月,137.147005,37.308615,137.212371,37.333103
3,6,2023,7,3,79,5,1,1,月,137.147005,37.308615,137.188754,37.321921
3,6,2023,7,4,67,3,1,1,火,137.147005,37.308615,137.220123,37.330639
3,6,2023,7,5,81,3,1,1,水,137.147005,37.308615,137.212371,37.333103
3,6,2023,7,7,83,1,2,1,金,137.258001,37.353332,137.147005,37.308615
3,6,2023,7,7,86,1,2,1,金,137.256723,37.34734,137.147005,37.308615
3,6,2023,7,7,86,3,4,1,金,137.147005,37.308615,137.256723,37.34734
3,6,2023,7,7,83,3,4,1,金,137.147005,37.308615,137.258001,37.353332
3,6,2023,7,7,67,3,4,1,金,137.147005,37.308615,137.220123,37.330639
3,6,2023,7,7,85,3,4,1,金,137.147005,37.308615,137.256723,37.34734
3,6,2023,7,11,86,2,1,2,火,137.256723,37.34734,137.147005,37.308615
3,6,2023,7,11,86,3,2,2,火,137.147005,37.308615,137.256723,37.34734
3,6,2023,7,11,83,3,2,2,火,137.147005,37.308615,137.26849,37.354711
3,6,2023,7,11,67,4,1,2,火,137.147005,37.308615,137.220123,37.330639
3,6,2023,7,12,82,1,1,2,水,137.188754,37.321921,137.147005,37.308615
3,6,2023,7,13,81,1,1,2,木,137.235317,37.338946,137.147005,37.308615
3,6,2023,7,13,95,2,1,2,木,137.220123,37.330639,137.147005,37.308615
3,6,2023,7,13,79,4,3,2,木,137.147005,37.308615,137.19014,37.335377
3,6,2023,7,13,67,4,3,2,木,137.147005,37.308615,137.212371,37.333103
3,6,2023,7,13,81,4,3,2,木,137.147005,37.308615,137.235317,37.338946
3,6,2023,7,13,95,5,1,2,木,137.147005,37.308615,137.220123,37.330639
3,6,2023,7,14,85,1,1,2,金,137.256723,37.34734,137.147005,37.308615
3,6,2023,7,14,85,3,1,2,金,137.147005,37.308615,137.256723,37.34734
3,6,2023,7,14,67,4,1,2,金,137.147005,37.308615,137.220123,37.330639
3,6,2023,7,18,79,3,1,3,火,137.147005,37.308615,137.20192,37.327726
3,6,2023,7,19,73,1,2,3,水,137.221209,37.362068,137.147005,37.308615
3,6,2023,7,19,72,1,2,3,水,137.221209,37.362068,137.147005,37.308615
3,6,2023,7,19,86,2,1,3,水,137.221209,37.362068,137.147005,37.308615
3,6,2023,7,19,86,3,1,3,水,137.147005,37.308615,137.221209,37.362068
3,6,2023,7,20,70,4,1,3,木,137.147005,37.308615,137.235317,37.338946
3,6,2023,7,21,85,1,1,3,金,137.256723,37.34734,137.147005,37.308615
3,6,2023,7,21,85,3,1,3,金,137.147005,37.308615,137.256723,37.34734
3,6,2023,7,21,86,4,1,3,金,137.147005,37.308615,137.256723,37.34734
3,6,2023,7,24,78,3,1,4,月,137.147005,37.308615,137.248556,37.353087
3,6,2023,7,27,70,3,1,4,木,137.147005,37.308615,137.235317,37.338946
3,6,2023,7,28,85,1,1,4,金,137.256723,37.34734,137.147005,37.308615
3,6,2023,7,28,85,3,1,4,金,137.147005,37.308615,137.256723,37.34734
3,6,2023,7,31,74,3,1,5,月,137.147005,37.308615,137.220123,37.330639
3,6,2024,7,1,76,3,1,1,月,137.147005,37.308615,137.212371,37.333103
3,6,2024,7,2,83,1,3,1,火,137.243617,37.354074,137.147005,37.308615
3,6,2024,7,2,87,1,3,1,火,137.212371,37.333103,137.147005,37.308615
3,6,2024,7,2,79,1,3,1,火,137.248556,37.353087,137.147684,37.310406
3,6,2024,7,2,79,3,2,1,火,137.147005,37.308615,137.248556,37.353087
3,6,2024,7,2,83,3,2,1,火,137.147005,37.308615,137.243617,37.354074
3,6,2024,7,2,68,4,1,1,火,137.147005,37.308615,137.220123,37.330639
3,6,2024,7,3,61,1,3,1,水,137.250537,37.35132,137.147005,37.308615
3,6,2024,7,3,91,1,3,1,水,137.256723,37.34734,137.147005,37.308615
3,6,2024,7,3,86,1,3,1,水,137.235317,37.338946,137.147005,37.308615
3,6,2024,7,3,86,3,4,1,水,137.147005,37.308615,137.235317,37.338946
3,6,2024,7,3,91,3,4,1,水,137.147005,37.308615,137.256723,37.34734
3,6,2024,7,3,82,3,4,1,水,137.147005,37.308615,137.188754,37.321921
3,6,2024,7,3,61,3,4,1,水,137.147005,37.308615,137.250537,37.35132
3,6,2024,7,4,68,3,1,1,木,137.147005,37.308615,137.220123,37.330639
3,6,2024,7,5,73,3,1,1,金,137.147005,37.308615,137.19014,37.335377
3,6,2024,7,10,82,3,1,2,水,137.147005,37.308615,137.188754,37.321921
3,6,2024,7,10,68,4,1,2,水,137.147005,37.308615,137.220123,37.330639
3,6,2024,7,11,82,1,1,2,木,137.235317,37.338946,137.147005,37.308615
3,6,2024,7,11,82,3,1,2,木,137.147005,37.308615,137.235317,37.338946
3,6,2024,7,12,68,3,1,2,金,137.147005,37.308615,137.220123,37.330639
3,6,2024,7,16,87,1,1,3,火,137.212371,37.333103,137.147005,37.308615
3,6,2024,7,16,82,3,1,3,火,137.147005,37.308615,137.212371,37.333103
3,6,2024,7,16,64,4,1,3,火,137.147005,37.308615,137.177207,37.320103
3,6,2024,7,17,59,1,3,3,水,137.244427,37.35501,137.147005,37.308615
3,6,2024,7,17,87,1,3,3,水,137.256723,37.34734,137.147005,37.308615
3,6,2024,7,17,91,1,3,3,水,137.256723,37.34734,137.147005,37.308615
3,6,2024,7,17,79,2,1,3,水,137.221209,37.362068,137.147005,37.308615
3,6,2024,7,17,59,3,2,3,水,137.147005,37.308615,137.244427,37.35501
3,6,2024,7,17,80,3,2,3,水,137.147005,37.308615,137.20192,37.327726
3,6,2024,7,17,87,4,1,3,水,137.147005,37.308615,137.256723,37.34734
3,6,2024,7,17,82,4,4,3,水,137.147005,37.308615,137.212371,37.333103
3,6,2024,7,17,68,4,4,3,水,137.147005,37.308615,137.220123,37.330639
3,6,2024,7,17,91,4,4,3,水,137.147005,37.308615,137.256723,37.34734
3,6,2024,7,17,79,4,4,3,水,137.147005,37.308615,137.221209,37.362068
3,6,2024,7,18,82,1,1,3,木,137.235317,37.338946,137.147005,37.308615
3,6,2024,7,18,82,3,3,3,木,137.147005,37.308615,137.235317,37.338946
3,6,2024,7,18,73,3,3,3,木,137.147005,37.308615,137.19014,37.335377
3,6,2024,7,18,68,3,3,3,木,137.147005,37.308615,137.220123,37.330639
3,6,2024,7,19,79,1,1,3,金,137.248556,37.353087,137.147005,37.308615
3,6,2024,7,19,79,3,3,3,金,137.147005,37.308615,137.248556,37.353087
3,6,2024,7,19,76,3,3,3,金,137.147005,37.308615,137.212371,37.333103
3,6,2024,7,19,80,3,3,3,金,137.147005,37.308615,137.20192,37.327726
3,6,2024,7,23,83,1,1,4,火,137.243617,37.354074,137.147005,37.308615
3,6,2024,7,23,83,3,4,4,火,137.147005,37.308615,137.243617,37.354074
3,6,2024,7,23,80,3,4,4,火,137.147005,37.308615,137.20192,37.327726
3,6,2024,7,23,82,3,4,4,火,137.147005,37.308615,137.188754,37.321921
3,6,2024,7,23,68,3,4,4,火,137.147005,37.308615,137.220123,37.330639
3,6,2024,7,23,86,4,1,4,火,137.147005,37.308615,137.164401,37.334595
3,6,2024,7,24,82,1,1,4,水,137.235317,37.338946,137.147005,37.308615
3,6,2024,7,24,82,3,1,4,水,137.147005,37.308615,137.235317,37.338946
3,6,2024,7,25,80,3,2,4,木,137.147005,37.308615,137.20192,37.327726
3,6,2024,7,25,82,3,2,4,木,137.147005,37.308615,137.188754,37.321921
3,6,2024,7,26,79,1,2,4,金,137.248556,37.353087,137.147789,37.30327
3,6,2024,7,26,88,1,2,4,金,137.164401,37.334595,137.147005,37.308615
3,6,2024,7,26,79,3,3,4,金,137.147005,37.308615,137.248556,37.353087
3,6,2024,7,26,68,3,3,4,金,137.147005,37.308615,137.220123,37.330639
3,6,2024,7,26,88,3,3,4,金,137.147005,37.308615,137.164401,37.334595
3,6,2024,7,29,79,1,1,5,月,137.248556,37.353087,137.147789,37.30327
3,6,2024,7,29,79,3,1,5,月,137.147005,37.308615,137.248556,37.353087
3,2,2023,11,7,77,1,1,2,火,137.095003,37.37955,137.147005,37.308615
3,3,2023,11,7,62,1,2,2,火,137.060514,37.322448,137.147005,37.308615
3,3,2023,11,7,82,1,2,2,火,137.100438,37.31086,137.147005,37.308615
3,3,2023,11,7,82,1,1,2,火,137.147005,37.308615,137.100438,37.31086
3,4,2023,11,7,85,2,4,2,火,137.08349,37.257759,137.147005,37.308615
3,4,2023,11,7,81,2,4,2,火,137.04574,37.265355,137.146736,37.299112
3,4,2023,11,7,32,2,4,2,火,137.04574,37.265355,137.147229,37.310643
3,4,2023,11,7,51,2,4,2,火,137.051018,37.287487,137.146736,37.299112
3,6,2023,11,7,86,2,1,2,火,137.256723,37.34734,137.147154,37.298116
3,1,2023,11,7,102,3,1,2,火,137.147005,37.308615,137.140539,37.351051
3,4,2023,11,7,76,3,4,2,火,137.147005,37.308615,137.069504,37.260596
3,4,2023,11,7,81,3,4,2,火,137.147005,37.308615,137.04574,37.265355
3,4,2023,11,7,32,3,4,2,火,137.147005,37.308615,137.04574,37.265355
3,4,2023,11,7,51,3,4,2,火,137.147005,37.308615,137.051018,37.287487
3,6,2023,11,7,86,3,1,2,火,137.147005,37.308615,137.256723,37.34734
3,2,2023,11,7,77,4,1,2,火,137.147005,37.308615,137.095003,37.37955
3,3,2023,11,7,79,4,2,2,火,137.147005,37.308615,137.060514,37.322448
3,3,2023,11,7,62,4,2,2,火,137.147005,37.308615,137.060514,37.322448
3,1,2023,11,8,88,1,1,2,水,137.11971,37.394784,137.147005,37.308615
3,3,2023,11,8,62,1,2,2,水,137.060514,37.322448,137.147005,37.308615
3,3,2023,11,8,89,1,2,2,水,137.081802,37.339192,137.147005,37.308615
3,4,2023,11,8,85,1,2,2,水,137.04574,37.265355,137.147005,37.308615
3,4,2023,11,8,89,1,2,2,水,137.010079,37.280483,137.147005,37.308615
3,5,2023,11,8,87,1,1,2,水,137.257822,37.337002,137.147005,37.308615
3,5,2023,11,8,90,1,1,2,水,137.215522,37.298141,137.147005,37.308615
3,2,2023,11,8,55,2,1,2,水,137.03519,37.360045,137.147005,37.308615
3,3,2023,11,8,86,2,1,2,水,137.000707,37.307281,137.147005,37.308615
3,4,2023,11,8,51,2,2,2,水,137.051018,37.287487,137.147005,37.308615
3,4,2023,11,8,25,2,2,2,水,137.051018,37.287487,137.147005,37.308615
3,1,2023,11,8,88,3,1,2,水,137.147005,37.308615,137.11971,37.394784
3,2,2023,11,8,55,3,1,2,水,137.147005,37.308615,137.03519,37.360045
3,3,2023,11,8,89,3,1,2,水,137.147005,37.308615,137.081802,37.339192
3,4,2023,11,8,85,3,1,2,水,137.147005,37.308615,137.04574,37.265355
3,5,2023,11,8,87,3,4,2,水,137.147005,37.308615,137.257822,37.337002
3,5,2023,11,8,80,3,4,2,水,137.147005,37.308615,137.218104,37.305475
3,5,2023,11,8,91,3,4,2,水,137.147005,37.308615,137.215522,37.298141
3,5,2023,11,8,85,3,4,2,水,137.147005,37.308615,137.215522,37.298141
3,6,2023,11,8,81,3,1,2,水,137.147005,37.308615,137.212371,37.333103
3,3,2023,11,8,86,4,2,2,水,137.147005,37.308615,137.000707,37.307281
3,3,2023,11,8,62,4,2,2,水,137.147005,37.308615,137.060514,37.322448
3,4,2023,11,8,89,4,3,2,水,137.147005,37.308615,137.010079,37.280483
3,4,2023,11,8,51,4,3,2,水,137.147005,37.308615,137.051018,37.287487
3,4,2023,11,8,25,4,3,2,水,137.147005,37.308615,137.051018,37.287487
3,5,2023,11,8,90,4,2,2,水,137.147005,37.308615,137.215522,37.298141
3,5,2023,11,8,96,4,2,2,水,137.147005,37.308615,137.205407,37.306037
3,1,2023,11,9,85,1,2,2,木,137.11971,37.394784,137.147005,37.308615
3,1,2023,11,9,81,1,2,2,木,137.11971,37.394784,137.147005,37.308615
3,2,2023,11,9,87,1,1,2,木,137.006106,37.371875,137.147005,37.308615
3,3,2023,11,9,62,1,2,2,木,137.060514,37.322448,137.147005,37.308615
3,3,2023,11,9,90,1,2,2,木,137.074928,37.312417,137.147005,37.308615
3,4,2023,11,9,84,1,2,2,木,137.051018,37.287487,137.147005,37.308615
3,4,2023,11,9,51,1,2,2,木,137.051018,37.287487,137.147005,37.308615
3,5,2023,11,9,89,1,2,2,木,137.232128,37.305714,137.147005,37.308615
3,5,2023,11,9,87,1,2,2,木,137.232128,37.305714,137.147005,37.308615
3,2,2023,11,9,53,2,1,2,木,137.006106,37.371875,137.147005,37.308615
3,3,2023,11,9,84,2,1,2,木,137.000707,37.307281,137.147005,37.308615
3,3,2023,11,9,84,3,1,2,木,137.147005,37.308615,137.000707,37.307281
3,5,2023,11,9,89,3,2,2,木,137.147005,37.308615,137.232128,37.305714
3,5,2023,11,9,87,3,2,2,木,137.147005,37.308615,137.232128,37.305714
3,1,2023,11,9,85,4,2,2,木,137.147005,37.308615,137.11971,37.394784
3,1,2023,11,9,81,4,2,2,木,137.147005,37.308615,137.11971,37.394784
3,2,2023,11,9,91,4,2,2,木,137.147005,37.308615,136.999816,37.350227
3,2,2023,11,9,78,4,2,2,木,137.147005,37.308615,136.999816,37.350227
3,3,2023,11,9,62,4,1,2,木,137.147005,37.308615,137.060514,37.322448
3,4,2023,11,9,84,4,2,2,木,137.147005,37.308615,137.051018,37.287487
3,4,2023,11,9,51,4,2,2,木,137.147005,37.308615,137.051018,37.287487
3,5,2023,11,9,81,4,1,2,木,137.147005,37.308615,137.221745,37.300365
3,6,2023,11,9,72,4,1,2,木,137.147005,37.308615,137.235317,37.338946
3,1,2023,11,10,86,1,1,2,金,137.119584,37.34287,137.147005,37.308615
3,2,2023,11,10,83,1,3,2,金,137.076181,37.375719,137.147005,37.308615
3,2,2023,11,10,96,1,3,2,金,137.076181,37.375719,137.147005,37.308615
3,2,2023,11,10,72,1,3,2,金,136.999816,37.350227,137.147005,37.308615
3,3,2023,11,10,62,1,2,2,金,137.060514,37.322448,137.147005,37.308615
3,3,2023,11,10,82,1,2,2,金,137.100438,37.31086,137.147005,37.308615
3,4,2023,11,10,89,1,1,2,金,137.086385,37.281212,137.147005,37.308615
3,6,2023,11,10,86,1,1,2,金,137.256723,37.34734,137.147005,37.308615
3,5,2023,11,10,85,2,2,2,金,137.229645,37.297742,137.147005,37.308615
3,5,2023,11,10,77,2,2,2,金,137.229645,37.297742,137.147005,37.308615
3,2,2023,11,10,83,3,2,2,金,137.147005,37.308615,137.076181,37.375719
3,2,2023,11,10,72,3,2,2,金,137.147005,37.308615,136.999816,37.350227
3,3,2023,11,10,85,3,3,2,金,137.147005,37.308615,137.060514,37.322448
3,3,2023,11,10,82,3,3,2,金,137.147005,37.308615,137.100438,37.31086
3,3,2023,11,10,76,3,3,2,金,137.147005,37.308615,137.074928,37.312417
3,4,2023,11,10,32,3,2,2,金,137.147005,37.308615,137.04574,37.265355
3,4,2023,11,10,89,3,2,2,金,137.147005,37.308615,137.086385,37.281212
3,5,2023,11,10,80,3,3,2,金,137.147005,37.308615,137.259326,37.332611
3,5,2023,11,10,85,3,3,2,金,137.147005,37.308615,137.229645,37.297742
3,5,2023,11,10,77,3,3,2,金,137.147005,37.308615,137.229645,37.297742
3,6,2023,11,10,86,3,2,2,金,137.147005,37.308615,137.256723,37.34734
3,6,2023,11,10,81,3,2,2,金,137.147005,37.308615,137.235317,37.338946
3,2,2023,11,10,96,4,1,2,金,137.147005,37.308615,137.076181,37.375719
3,3,2023,11,10,62,4,1,2,金,137.147005,37.308615,137.060514,37.322448
3,6,2023,11,10,67,4,2,2,金,137.147005,37.308615,137.220123,37.330639
3,6,2023,11,10,72,4,2,2,金,137.147005,37.308615,137.19014,37.335377
4,1,2023,11,10,86,5,1,2,金,137.147005,37.308615,137.119584,37.34287
4,2,2023,11,13,87,1,3,3,月,137.076181,37.375719,137.147005,37.308615
4,2,2023,11,13,83,1,3,3,月,137.076181,37.375719,137.147005,37.308615
4,2,2023,11,13,84,1,3,3,月,137.076181,37.375719,137.147005,37.308615
4,3,2023,11,13,83,1,2,3,月,137.081802,37.339192,137.147005,37.308615
4,3,2023,11,13,62,1,2,3,月,137.060514,37.322448,137.147005,37.308615
4,3,2023,11,13,83,2,2,3,月,136.977028,37.308906,137.147005,37.308615
4,3,2023,11,13,64,2,2,3,月,136.977028,37.308906,137.147005,37.308615
4,5,2023,11,13,70,2,1,3,月,137.222708,37.318675,137.147005,37.308615
4,2,2023,11,13,87,3,3,3,月,137.147005,37.308615,137.076181,37.375719
4,2,2023,11,13,78,3,3,3,月,137.147005,37.308615,137.076181,37.375719
4,2,2023,11,13,78,3,3,3,月,137.147005,37.308615,136.999816,37.350227
4,3,2023,11,13,83,3,3,3,月,137.147005,37.308615,136.977028,37.308906
4,3,2023,11,13,64,3,3,3,月,137.147005,37.308615,136.977028,37.308906
4,3,2023,11,13,83,3,3,3,月,137.147005,37.308615,137.081802,37.339192
4,2,2023,11,13,83,4,2,3,月,137.147005,37.308615,137.076181,37.375719
4,2,2023,11,13,84,4,2,3,月,137.147005,37.308615,137.076181,37.375719
4,3,2023,11,13,62,4,1,3,月,137.147005,37.308615,137.060514,37.322448
4,5,2023,11,13,70,4,1,3,月,137.147005,37.308615,137.222708,37.318675
4,1,2023,11,14,91,1,1,3,火,137.140527,37.379198,137.147005,37.308615
4,3,2023,11,14,62,1,4,3,火,137.060514,37.322448,137.147005,37.308615
4,3,2023,11,14,83,1,4,3,火,137.095368,37.325405,137.147005,37.308615
4,3,2023,11,14,90,1,4,3,火,137.074928,37.312417,137.147005,37.308615
4,3,2023,11,14,88,1,4,3,火,137.074928,37.312417,137.147005,37.308615
4,4,2023,11,14,80,1,3,3,火,137.080787,37.268954,137.147005,37.308615
4,4,2023,11,14,91,1,3,3,火,137.010079,37.280483,137.147005,37.308615
4,4,2023,11,14,80,1,3,3,火,137.133196,37.298271,137.147005,37.308615
4,4,2023,11,14,81,2,2,3,火,137.04574,37.265355,137.146736,37.299112
4,4,2023,11,14,32,2,2,3,火,137.04574,37.265355,137.147229,37.310643
4,1,2023,11,14,91,3,1,3,火,137.147005,37.308615,137.140527,37.379198
4,3,2023,11,14,90,3,3,3,火,137.147005,37.308615,137.074928,37.312417
4,3,2023,11,14,90,3,3,3,火,137.147005,37.308615,137.074928,37.312417
4,3,2023,11,14,88,3,3,3,火,137.147005,37.308615,137.074928,37.312417
4,4,2023,11,14,88,3,2,3,火,137.147005,37.308615,137.080787,37.268954
4,4,2023,11,14,81,3,3,3,火,137.147005,37.308615,137.04574,37.265355
4,4,2023,11,14,32,3,3,3,火,137.147005,37.308615,137.04574,37.265355
4,4,2023,11,14,91,3,3,3,火,137.147005,37.308615,137.010079,37.280483
4,4,2023,11,14,80,3,2,3,火,137.147005,37.308615,137.133196,37.298271
4,6,2023,11,14,81,3,1,3,火,137.147005,37.308615,137.235317,37.338946
4,3,2023,11,14,62,4,1,3,火,137.147005,37.308615,137.060514,37.322448
4,4,2023,11,14,80,4,1,3,火,137.147005,37.308615,137.080787,37.268954
4,2,2023,11,15,72,1,4,3,水,136.999816,37.350227,137.147005,37.308615
4,2,2023,11,15,78,1,4,3,水,136.999816,37.350227,137.147005,37.308615
4,2,2023,11,15,96,1,4,3,水,137.006106,37.371875,137.147005,37.308615
4,2,2023,11,15,87,1,4,3,水,137.006106,37.371875,137.147005,37.308615
4,3,2023,11,15,88,1,2,3,水,136.988499,37.323135,137.147005,37.308615
4,3,2023,11,15,62,1,2,3,水,137.060514,37.322448,137.147005,37.308615
4,4,2023,11,15,82,1,1,3,水,137.02836,37.286685,137.147005,37.308615
4,5,2023,11,15,85,1,1,3,水,137.205407,37.306037,137.147005,37.308615
4,2,2023,11,15,89,2,1,3,水,137.006106,37.371875,137.147005,37.308615
4,3,2023,11,15,80,2,1,3,水,137.095368,37.325405,137.147005,37.308615
4,2,2023,11,15,72,3,2,3,水,137.147005,37.308615,136.999816,37.350227
4,2,2023,11,15,78,3,2,3,水,137.147005,37.308615,136.999816,37.350227
4,3,2023,11,15,88,3,3,3,水,137.147005,37.308615,136.988499,37.323135
4,3,2023,11,15,79,3,3,3,水,137.147005,37.308615,137.060514,37.322448
4,3,2023,11,15,80,3,3,3,水,137.147005,37.308615,137.095368,37.325405
4,4,2023,11,15,82,3,1,3,水,137.147005,37.308615,137.02836,37.286685
4,5,2023,11,15,86,3,1,3,水,137.147005,37.308615,137.205407,37.306037
4,2,2023,11,15,80,4,4,3,水,137.147005,37.308615,136.999816,37.350227
4,2,2023,11,15,96,4,4,3,水,137.147005,37.308615,137.006106,37.371875
4,2,2023,11,15,87,4,4,3,水,137.147005,37.308615,137.006106,37.371875
4,2,2023,11,15,89,4,4,3,水,137.147005,37.308615,137.006106,37.371875
4,3,2023,11,15,62,4,1,3,水,137.147005,37.308615,137.060514,37.322448
4,4,2023,11,15,21,5,1,3,水,137.147005,37.308615,137.051018,37.287487
4,1,2023,11,16,88,1,4,3,木,137.11971,37.394784,137.147005,37.308615
4,1,2023,11,16,81,1,4,3,木,137.11971,37.394784,137.147005,37.308615
4,1,2023,11,16,78,1,4,3,木,137.11971,37.394784,137.147005,37.308615
4,1,2023,11,16,73,1,4,3,木,137.11971,37.394784,137.147005,37.308615
4,2,2023,11,16,87,1,2,3,木,137.076181,37.375719,137.147005,37.308615
4,2,2023,11,16,72,1,2,3,木,137.006106,37.371875,137.147005,37.308615
4,3,2023,11,16,64,1,4,3,木,137.060514,37.322448,137.147005,37.308615
4,3,2023,11,16,76,1,4,3,木,137.106016,37.332129,137.147005,37.308615
4,3,2023,11,16,90,1,4,3,木,137.074928,37.312417,137.147005,37.308615
4,3,2023,11,16,87,1,4,3,木,137.074928,37.312417,137.147005,37.308615
4,5,2023,11,16,96,1,2,3,木,137.232884,37.302634,137.147005,37.308615
4,5,2023,11,16,87,1,2,3,木,137.232884,37.302634,137.147005,37.308615
4,6,2023,11,16,85,1,1,3,木,137.256723,37.34734,137.147005,37.308615
4,4,2023,11,16,81,2,1,3,木,137.04574,37.265355,137.147005,37.308615
4,5,2023,11,16,85,2,2,3,木,137.229645,37.297742,137.147005,37.308615
4,5,2023,11,16,77,2,2,3,木,137.229645,37.297742,137.147005,37.308615
4,1,2023,11,16,78,3,2,3,木,137.147005,37.308615,137.11971,37.394784
4,1,2023,11,16,73,3,2,3,木,137.147005,37.308615,137.11971,37.394784
4,3,2023,11,16,82,3,2,3,木,137.147005,37.308615,137.095368,37.325405
4,3,2023,11,16,90,3,2,3,木,137.147005,37.308615,137.074928,37.312417
